Time,Temp,Humidity
15:07:58,34.7,58.7
15:08:03,34.7,54.9
15:08:08,34.8,52.6
15:08:13,34.8,50.3
15:08:18,34.9,49.4
15:08:23,34.9,49.0
15:08:28,34.9,48.5
15:08:33,34.9,47.6
15:08:38,34.9,47.4
15:08:43,34.9,50.0
15:08:58,35.0,47.9
15:09:03,35.0,46.7
15:09:08,35.0,46.5
15:09:18,35.0,45.9
15:09:23,35.0,45.9
15:09:28,35.0,45.8
15:09:33,35.0,45.5
15:09:38,35.0,45.5
15:09:43,34.9,45.4
15:09:48,34.9,45.3
15:09:53,34.9,45.4
15:09:58,34.9,45.2
15:10:03,34.8,45.1
15:10:08,34.8,45.2
15:10:13,34.8,45.4
15:10:18,34.8,45.4
15:10:23,34.8,45.4
15:10:28,34.8,45.2
15:10:33,34.7,45.3
15:10:38,34.8,51.5
15:10:43,34.9,59.2
15:10:48,35.1,60.0
15:10:58,35.3,52.0
15:11:03,35.4,49.1
15:11:08,35.4,47.5
15:11:13,35.4,46.4
15:11:18,35.5,45.6
15:11:23,35.4,45.1
15:11:28,35.5,45.4
15:11:33,35.5,45.0
15:11:38,35.4,44.5
15:11:43,35.4,44.3
15:11:48,35.4,44.5
15:11:53,35.4,45.0
15:11:58,35.4,44.8
15:12:03,35.4,44.8
15:12:08,35.3,45.2
15:12:13,35.3,44.8
15:12:18,35.3,44.7
15:12:23,35.3,44.9
15:12:28,35.3,45.1
15:12:33,35.3,44.9
15:12:38,35.2,45.0
15:12:43,35.2,45.1
15:12:48,35.2,45.3
15:12:53,35.1,45.7
15:12:58,35.1,46.3
15:13:03,35.1,45.7
15:13:08,35.1,45.6
15:13:13,35.1,45.5
15:13:18,35.0,45.2
15:13:23,35.0,45.0
15:13:28,35.0,45.2
15:13:33,35.0,45.1
15:13:38,34.9,45.3
15:13:43,34.9,45.4
15:13:49,34.9,45.3
15:13:54,34.9,45.7
15:13:59,34.9,45.6
15:14:04,34.9,45.5
